multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa
1877,VY 90 540,invalid_date,invalid_hour,,60,Av Siempre Viva,R03,ERROR
1878,AWS 167,invalid_date,10:20 AM,144.0,80,av libertador,R01,PAGADA
1879,UM 96 201,2021/05/12,invalid_hour,,60,AV LIBERTADOR,R02,ERROR
1880,UW3932,2020/09/04,15:08,96.0,40,Av. Libertador,R01,ERROR
1881,NTHG LFT,2020-11-28,invalid_hour,,40,Av Siempre Viva,R03,PAGADA
1882,DI2 LOT,2021-01-15,19:20,,80,Av Siempre Viva,,PAGADA
1883,81-ZF-JD,25/11/2021,invalid_hour,,80,Ruta 9,R03,IMPAGA
1884,8B90638,2020/10/07,09:17,,80,AV LIBERTADOR,,ERROR
1885,WE FLYN,09/03/2021,invalid_hour,,60,ruta 9,R02,ERROR
1886,81-ZF-JD,2020-01-28,15:08,,60,Ruta 9,R02,PAGADA
1887,810 TCH,2023-02-14,invalid_hour,91.0,80,av libertador,,PAGADA
1888,0695 DVH,invalid_date,15:09,,80,Av. Siempre Viva,R03,PAGADA
1889,HF 3461,invalid_date,15:09,,40,Av Siempre Viva,R02,ERROR
1890,M20 CPR,invalid_date,09:17,,40,Av Siempre Viva,R01,PAGADA
1891,CT5 B876,invalid_date,19:20,,80,Av Siempre Viva,R01,PAGADA
1892,WU 341 A,2023-04-15,19:20,109.0,80,AV LIBERTADOR,R01,IMPAGA
1893,DI2 LOT,2023-05-20,15:09,,80,ruta 9,,APELADA
1894,RFH 373,invalid_date,09:18,75.0,40,av libertador,R03,ERROR
1895,BM -351,2021/08/19,09:18,,60,AV LIBERTADOR,,IMPAGA
1896,OUTSTDN,19/06/2020,09:18,,80,Av. Siempre Viva,,ERROR
1897,N HZ 1002,14/08/2022,invalid_hour,,40,Av. Libertador,R02,PAGADA
1898,M PX 9357,invalid_date,19:20,,80,Ruta 9,,IMPAGA
1899,PIW 4215,invalid_date,invalid_hour,93.0,80,ruta 9,R02,IMPAGA
1900,HF 58 HXP,invalid_date,10:20 AM,,60,Ruta 9,R02,PAGADA
1901,B 81 JKY,15/10/2023,invalid_hour,75.0,60,AV LIBERTADOR,R01,APELADA
1902,HK 06 YMX,19/02/2021,09:18,,60,Av. Siempre Viva,R03,IMPAGA
1903,PIW 4215,invalid_date,15:09,53.0,60,Av Siempre Viva,,APELADA
1904,M43 1ZW,2021-05-23,invalid_hour,66.0,40,Av Siempre Viva,,APELADA
1905,INTIGR8,28/03/2021,09:18,,80,av libertador,R02,ERROR
1906,WE FLYN,invalid_date,10:20 AM,,80,AV LIBERTADOR,R03,IMPAGA
1907,29 999 61,invalid_date,10:20 AM,157.0,80,ruta 9,R03,IMPAGA
1908,UW3932,2024/01/22,09:19,,80,Av. Libertador,R02,ERROR
1909,WU 341 A,19/02/2023,09:19,,60,Ruta 9,R02,ERROR
1910,HAMSTUR,2020/09/16,19:21,111.0,40,av libertador,R03,APELADA
1911,3646 HBH,2020-09-08,15:09,,60,av libertador,R01,PAGADA
1912,8B90638,invalid_date,invalid_hour,112.0,60,av libertador,,IMPAGA
1913,BHRP 770,2020-03-09,invalid_hour,35.0,40,AV LIBERTADOR,R02,ERROR
1914,HF 58 HXP,2023/02/07,invalid_hour,78.0,40,Av. Libertador,R01,PAGADA
1915,M VU 4688,2022/06/01,15:10,79.0,60,Av Siempre Viva,R02,APELADA
1916,HF 3461,2021/12/29,10:20 AM,,80,Av. Libertador,R02,IMPAGA
1917,GN64 OTP,2022-04-28,09:19,,40,Av Siempre Viva,,ERROR
1918,831 MDB,2022-05-28,19:21,104.0,80,av libertador,,IMPAGA
1919,TL03 GOG,invalid_date,19:21,83.0,40,Ruta 9,R02,IMPAGA
1920,GN64 OTP,2022/06/18,15:10,99.0,80,Av. Siempre Viva,R02,IMPAGA
1921,M43 1ZW,invalid_date,09:19,105.0,60,Av. Siempre Viva,R03,PAGADA
1922,INTIGR8,05/06/2023,invalid_hour,74.0,40,Av. Libertador,,APELADA
1923,WE FLYN,2023-03-09,09:19,,60,Ruta 9,R03,ERROR
1924,M20 CPR,2022/08/28,invalid_hour,116.0,60,Av. Siempre Viva,R01,ERROR
1925,WU 341 A,invalid_date,invalid_hour,,40,Av. Libertador,,APELADA
1926,WU 341 A,23/07/2021,10:21 AM,42.0,40,Ruta 9,R01,PAGADA
1927,M20 CPR,2020/07/28,09:20,155.0,80,av libertador,,IMPAGA
1928,691 XC 80,2022-03-04,10:21 AM,,60,ruta 9,R02,ERROR
1929,CD 056 01,2022/01/26,invalid_hour,,40,Ruta 9,R02,IMPAGA
1930,T0Y DR,2022-03-13,10:21 AM,,80,av libertador,,PAGADA
1931,,20/03/2023,invalid_hour,31.0,40,Av. Libertador,R03,PAGADA
1932,BB 8986,05/06/2021,invalid_hour,,40,Av Siempre Viva,R03,PAGADA
1933,409,2022-12-16,09:20,,60,Ruta 9,R02,APELADA
1934,WU08 YWC,2022-06-01,15:10,159.0,80,AV LIBERTADOR,R02,ERROR
1935,T0Y DR,invalid_date,10:21 AM,102.0,60,Av. Siempre Viva,,PAGADA
1936,GOOGLE,2021-08-20,09:20,129.0,80,av libertador,R02,IMPAGA
1937,GN64 OTP,invalid_date,invalid_hour,,40,Ruta 9,R02,IMPAGA
1938,B 81 JKY,2023/09/13,15:10,,40,AV LIBERTADOR,R01,PAGADA
1939,BB 8986,2023/01/23,19:21,101.0,60,ruta 9,,ERROR
1940,DI2 LOT,invalid_date,15:10,,40,ruta 9,,IMPAGA
1941,FVIO UHP,2022-03-01,10:21 AM,,80,av libertador,R01,ERROR
1942,41 RS TZ,2020-10-09,19:21,,80,ruta 9,,IMPAGA
1943,DK 414 N,invalid_date,10:22 AM,100.0,40,Av Siempre Viva,R03,PAGADA
1944,WU08 YWC,invalid_date,09:20,77.0,40,Av Siempre Viva,,ERROR
1945,WU08 YWC,10/02/2020,19:22,,40,Av. Siempre Viva,,ERROR
1946,810 TCH,2020-01-05,15:11,33.0,40,Ruta 9,R01,PAGADA
1947,RFH 373,2023-05-21,19:22,74.0,60,Av Siempre Viva,R03,IMPAGA
1948,CT5 B876,invalid_date,19:22,155.0,80,Ruta 9,R01,APELADA
1949,MX60 NZA,invalid_date,19:22,,60,ruta 9,R01,APELADA
1950,3646 HBH,17/08/2020,10:22 AM,,40,av libertador,R02,APELADA
1951,41 RS TZ,14/12/2020,19:22,116.0,40,Ruta 9,R01,ERROR
1952,NTHG LFT,invalid_date,19:23,,80,ruta 9,R01,IMPAGA
1953,FVIO UHP,invalid_date,09:20,115.0,60,Av Siempre Viva,R03,IMPAGA
1954,AWS 167,2022/03/09,15:11,150.0,80,Ruta 9,R03,ERROR
1955,0695 DVH,2021-12-05,19:23,139.0,60,av libertador,R01,PAGADA
1956,VY 90 540,21/06/2022,invalid_hour,46.0,40,ruta 9,R02,ERROR
1957,81-ZF-JD,02/02/2024,19:23,,40,Av Siempre Viva,R01,APELADA
1958,GCP332,2021-06-07,invalid_hour,124.0,80,Av. Libertador,R01,APELADA
1959,M VU 4688,01/02/2020,invalid_hour,,80,AV LIBERTADOR,R01,ERROR
1960,810 TCH,invalid_date,invalid_hour,,80,AV LIBERTADOR,R03,PAGADA
1961,990 XYK,2023-05-27,10:22 AM,,80,AV LIBERTADOR,R03,PAGADA
1962,FVIO UHP,2021/11/10,19:23,,40,AV LIBERTADOR,R01,PAGADA
1963,66 111 72,12/09/2021,09:21,,40,av libertador,,IMPAGA
1964,VTII AHV,invalid_date,invalid_hour,,40,ruta 9,R02,ERROR
1965,FVIO UHP,03/08/2020,09:21,,40,Av. Siempre Viva,R01,PAGADA
1966,GN64 OTP,2022-07-11,19:23,,60,Ruta 9,R01,IMPAGA
1967,N HZ 1002,23/08/2022,10:22 AM,,80,AV LIBERTADOR,R03,APELADA
1968,OUTSTDN,2022/02/21,invalid_hour,117.0,80,AV LIBERTADOR,R03,ERROR
1969,BX 55 DOG,2023/11/29,invalid_hour,,80,av libertador,R02,APELADA
1970,VY 90 540,2022/02/13,09:21,116.0,60,Ruta 9,R02,PAGADA
1971,BX 55 DOG,2022/07/30,19:24,,40,Ruta 9,R03,PAGADA
1972,BB 8986,invalid_date,invalid_hour,,60,AV LIBERTADOR,,IMPAGA
1973,BM -351,09/11/2021,09:21,,60,AV LIBERTADOR,R03,IMPAGA
1974,0695 DVH,2022/11/12,19:24,,40,Av. Libertador,R03,PAGADA
1975,99 998 68,10/07/2023,15:11,,40,ruta 9,R01,PAGADA
1976,3646 HBH,2023/11/19,19:24,,60,Av Siempre Viva,R02,IMPAGA
1977,409,2020/02/17,invalid_hour,87.0,40,Av. Libertador,R03,ERROR
1978,J1S1,08/03/2021,10:22 AM,,40,Ruta 9,R02,APELADA
1979,HAMSTUR,23/01/2021,10:23 AM,107.0,40,Ruta 9,R02,APELADA
1980,CD 056 01,17/06/2023,09:21,31.0,40,AV LIBERTADOR,,PAGADA
1981,GN64 OTP,2021-05-03,10:23 AM,107.0,40,AV LIBERTADOR,R01,PAGADA
1982,AI7 OVF,2020-11-15,19:24,,80,ruta 9,R02,IMPAGA
1983,FVIO UHP,2020/07/19,19:24,,60,av libertador,R01,PAGADA
1984,AWS 167,invalid_date,15:11,78.0,40,AV LIBERTADOR,R03,APELADA
1985,M43 1ZW,invalid_date,19:25,137.0,80,Av Siempre Viva,R01,ERROR
1986,BB 8986,2023-10-24,invalid_hour,,60,Av. Siempre Viva,,IMPAGA
1987,NTHG LFT,invalid_date,19:25,,60,Av. Siempre Viva,,APELADA
1988,CT5 B876,14/04/2021,15:11,,80,AV LIBERTADOR,R01,IMPAGA
1989,W326 AVE,2022/10/12,15:12,109.0,40,AV LIBERTADOR,R03,APELADA
1990,BB 8986,invalid_date,10:23 AM,121.0,80,Av. Siempre Viva,,ERROR
1991,810 TCH,invalid_date,15:12,61.0,60,Av. Siempre Viva,,IMPAGA
1992,FD 1475,2022-06-04,invalid_hour,,40,av libertador,R03,IMPAGA
1993,VNK296 GP,2020-07-09,10:23 AM,,80,Av. Libertador,R02,PAGADA
1994,,2022/08/05,15:12,,80,Av. Libertador,,PAGADA
1995,81-ZF-JD,invalid_date,10:23 AM,56.0,60,AV LIBERTADOR,R01,APELADA
1996,B 81 JKY,2020/02/27,15:12,,80,ruta 9,R03,PAGADA
1997,990 XYK,2023/10/12,19:25,,60,ruta 9,R03,ERROR
1998,,invalid_date,10:24 AM,,60,Av Siempre Viva,R03,ERROR
1999,X IIUME,01/01/2021,10:24 AM,131.0,80,AV LIBERTADOR,R02,ERROR
2000,CT5 B876,2021/06/20,19:25,86.0,40,ruta 9,R01,APELADA
2001,990 XYK,invalid_date,19:25,,40,Ruta 9,R03,ERROR
2002,HF 3461,10/04/2021,10:24 AM,100.0,80,Ruta 9,R01,APELADA
2003,0695 DVH,invalid_date,19:26,154.0,80,Ruta 9,R01,APELADA
2004,409,2022/11/02,19:26,,60,Av Siempre Viva,R03,PAGADA
2005,810 TCH,18/08/2021,09:22,64.0,40,Av. Siempre Viva,R01,APELADA
2006,RFH 373,2022-08-26,19:26,76.0,80,Av Siempre Viva,R02,APELADA
2007,8B90638,invalid_date,15:12,84.0,60,ruta 9,R01,ERROR
2008,W326 AVE,2022/09/19,15:13,93.0,60,AV LIBERTADOR,R02,APELADA
2009,3646 HBH,2023/03/05,invalid_hour,120.0,60,Av Siempre Viva,R02,IMPAGA
2010,831 MDB,25/04/2021,invalid_hour,75.0,40,Ruta 9,R03,APELADA
2011,990 XYK,2020-07-18,09:22,118.0,80,Ruta 9,R03,IMPAGA
2012,N HZ 1002,05/05/2021,19:26,128.0,80,ruta 9,R01,IMPAGA
2013,TL03 GOG,2023/10/25,invalid_hour,,60,ruta 9,,ERROR
2014,AWS 167,15/03/2021,15:13,159.0,80,av libertador,R01,IMPAGA
2015,MX60 NZA,invalid_date,19:26,,80,ruta 9,R01,IMPAGA
2016,BB 8986,invalid_date,invalid_hour,,40,Av. Libertador,R02,APELADA
2017,M43 1ZW,2023-09-19,invalid_hour,122.0,80,ruta 9,R03,ERROR
2018,66 111 72,invalid_date,09:22,,60,Av. Siempre Viva,R03,APELADA
2019,UM 96 201,2023/06/23,09:22,112.0,40,Av. Siempre Viva,R02,APELADA
2020,99 998 68,2023/12/16,19:27,89.0,40,av libertador,,ERROR
2021,AWS 167,invalid_date,19:27,51.0,40,Av. Siempre Viva,R01,PAGADA
2022,810 TCH,invalid_date,invalid_hour,81.0,60,Av. Libertador,R02,IMPAGA
2023,INTIGR8,invalid_date,19:27,105.0,60,Av. Siempre Viva,R02,ERROR
2024,41 RS TZ,invalid_date,09:22,,40,Av. Libertador,R03,APELADA
2025,NTHG LFT,15/01/2022,15:13,,40,Ruta 9,,PAGADA
2026,HK 06 YMX,invalid_date,19:27,116.0,40,ruta 9,,ERROR
2027,DK 414 N,08/05/2023,10:24 AM,,40,Av. Libertador,R01,IMPAGA
2028,990 XYK,2020-11-29,invalid_hour,84.0,80,Av. Siempre Viva,R03,PAGADA
2029,66 111 72,invalid_date,09:23,115.0,80,AV LIBERTADOR,,PAGADA
2030,WU08 YWC,23/06/2021,19:27,,60,Av. Libertador,,IMPAGA
2031,6NCE831,13/12/2023,09:23,,40,AV LIBERTADOR,R02,IMPAGA
2032,GE 1466,invalid_date,invalid_hour,106.0,80,AV LIBERTADOR,R03,ERROR
2033,CBM UK,invalid_date,15:13,85.0,60,AV LIBERTADOR,R01,PAGADA
2034,409,invalid_date,10:24 AM,,40,Ruta 9,R02,ERROR
2035,0695 DVH,27/09/2021,09:23,,80,AV LIBERTADOR,R03,PAGADA
2036,3646 HBH,2020-10-19,09:23,86.0,40,Ruta 9,R01,ERROR
2037,990 XYK,14/11/2020,19:28,37.0,40,Ruta 9,R01,APELADA
2038,57 777 70,2022/07/16,19:28,,40,AV LIBERTADOR,R02,PAGADA
2039,HK 06 YMX,invalid_date,invalid_hour,,40,ruta 9,R03,IMPAGA
2040,FD 1475,invalid_date,19:28,97.0,60,Av. Siempre Viva,R01,IMPAGA
2041,57 777 70,17/12/2022,invalid_hour,,40,Av Siempre Viva,R01,IMPAGA
2042,X IIUME,2022/09/11,09:23,81.0,60,Av. Libertador,R01,PAGADA
2043,HF 3461,2023-02-23,15:13,,60,ruta 9,R01,APELADA
2044,66 111 72,invalid_date,09:24,155.0,80,Av. Siempre Viva,R02,IMPAGA
2045,BHRP 770,2020-06-01,09:24,,60,Av. Siempre Viva,R02,IMPAGA
2046,691 XC 80,2021/02/06,15:14,,80,Av. Siempre Viva,R01,IMPAGA
2047,PIW 4215,2020-02-17,10:25 AM,,80,AV LIBERTADOR,R01,APELADA
2048,HK 06 YMX,2021-09-08,09:24,,80,av libertador,R02,IMPAGA
2049,WU 341 A,invalid_date,15:14,,60,AV LIBERTADOR,R03,APELADA
2050,0695 DVH,05/07/2023,15:14,116.0,60,av libertador,R01,IMPAGA
2051,INTIGR8,2021/09/28,09:24,,80,AV LIBERTADOR,R03,PAGADA
2052,409,10/05/2022,10:25 AM,108.0,60,Av Siempre Viva,R01,ERROR
2053,HAMSTUR,2020-06-13,19:28,,80,ruta 9,R02,ERROR
2054,VY 90 540,12/12/2023,10:25 AM,71.0,80,ruta 9,,PAGADA
2055,W326 AVE,invalid_date,19:28,159.0,80,Av. Libertador,R01,IMPAGA
2056,6NCE831,2020/12/12,09:24,,80,Av. Siempre Viva,R02,APELADA
2057,VY 90 540,2020/12/14,09:25,,80,Av. Siempre Viva,R02,APELADA
2058,BM -351,2023-02-17,invalid_hour,,80,Av Siempre Viva,,ERROR
2059,GLEN1E,2021-08-11,15:14,,40,AV LIBERTADOR,R01,PAGADA
2060,VNK296 GP,26/10/2023,19:29,149.0,80,Ruta 9,R02,PAGADA
2061,41 RS TZ,2022/06/10,10:25 AM,44.0,40,ruta 9,,ERROR
2062,589222,2021-02-23,10:25 AM,,60,ruta 9,,IMPAGA
2063,0695 DVH,2022-10-09,10:26 AM,,60,av libertador,R03,APELADA
2064,0695 DVH,27/10/2023,invalid_hour,,60,Ruta 9,R03,IMPAGA
2065,PIW 4215,2020/07/31,09:25,85.0,60,Av. Libertador,R01,PAGADA
2066,B 81 JKY,2022-05-20,15:14,52.0,60,av libertador,R02,PAGADA
2067,,2021-01-12,invalid_hour,149.0,80,AV LIBERTADOR,R01,PAGADA
2068,BM -351,2020-02-02,09:25,,80,Ruta 9,R03,ERROR
2069,409,2023-11-18,invalid_hour,,40,AV LIBERTADOR,,IMPAGA
2070,GE 1466,2021-08-04,invalid_hour,,80,ruta 9,R02,PAGADA
2071,T0Y DR,2020/09/23,09:25,,40,ruta 9,R02,ERROR
2072,YLO8 WUE,06/08/2022,15:15,,60,AV LIBERTADOR,,APELADA
2073,HF 3461,2023/02/20,19:29,,40,Av Siempre Viva,R02,ERROR
2074,GN64 OTP,13/05/2020,19:29,95.0,80,ruta 9,R02,ERROR
2075,CT5 B876,invalid_date,19:29,103.0,80,av libertador,R02,PAGADA
2076,,invalid_date,19:29,37.0,40,ruta 9,,APELADA
2077,BP717,2021-05-07,15:15,,80,ruta 9,R01,IMPAGA
2078,N HZ 1002,2021-01-06,19:30,111.0,60,Av Siempre Viva,R01,IMPAGA
2079,MX60 NZA,invalid_date,invalid_hour,,40,Av. Libertador,,PAGADA
2080,GLEN1E,2023/04/17,15:15,,40,av libertador,R02,ERROR
2081,BM -351,22/01/2023,invalid_hour,96.0,60,av libertador,R03,APELADA
2082,VY 90 540,2022/06/01,09:25,58.0,40,Av. Siempre Viva,R02,ERROR
2083,BP717,26/12/2021,10:26 AM,,40,av libertador,,PAGADA
2084,UW3932,2023/01/09,09:26,39.0,40,Ruta 9,R02,APELADA
2085,831 MDB,2022-08-19,invalid_hour,101.0,40,Ruta 9,,IMPAGA
2086,BX 55 DOG,2022-02-07,09:26,59.0,60,Av Siempre Viva,,APELADA
2087,BB 8986,2021-12-31,10:26 AM,,40,AV LIBERTADOR,R01,PAGADA
2088,B 81 JKY,2020/07/02,15:15,107.0,80,av libertador,R01,PAGADA
2089,N HZ 1002,03/09/2023,invalid_hour,,60,ruta 9,R03,PAGADA
2090,VY 90 540,2022/07/09,09:26,,60,Av Siempre Viva,R03,APELADA
2091,41 RS TZ,01/03/2021,19:30,85.0,80,av libertador,R03,APELADA
2092,X IIUME,15/10/2023,invalid_hour,,60,av libertador,R02,APELADA
2093,CBM UK,2022-12-31,09:26,87.0,80,AV LIBERTADOR,R01,ERROR
2094,VNK296 GP,invalid_date,15:15,52.0,60,av libertador,,APELADA
2095,GLEN1E,2021/11/12,10:26 AM,,60,AV LIBERTADOR,R03,ERROR
2096,6NCE831,invalid_date,10:26 AM,,80,Ruta 9,,IMPAGA
2097,41 RS TZ,invalid_date,19:30,,80,Av. Libertador,R01,IMPAGA
2098,M43 1ZW,invalid_date,15:16,,40,Av. Siempre Viva,,APELADA
2099,99 998 68,2021-09-29,15:16,,60,Av Siempre Viva,R03,ERROR
2100,GN64 OTP,invalid_date,15:16,51.0,40,Ruta 9,R01,ERROR
2101,81-ZF-JD,16/02/2020,19:30,,80,Av. Siempre Viva,R01,PAGADA
2102,810 TCH,2023/12/25,15:16,60.0,40,av libertador,R01,PAGADA
2103,AI7 OVF,2022/12/19,15:16,,60,Av. Libertador,R02,ERROR
2104,RFH 373,2022-10-26,invalid_hour,,80,av libertador,R01,APELADA
2105,8B90638,2021-08-23,09:26,,60,Av. Libertador,R02,PAGADA
2106,CD 056 01,invalid_date,invalid_hour,,80,Av. Siempre Viva,R03,ERROR
2107,BB 8986,2021/09/29,10:27 AM,91.0,80,ruta 9,R02,APELADA
2108,RFH 373,2022/04/14,10:27 AM,100.0,60,ruta 9,R01,ERROR
2109,AWS 167,2022-11-16,invalid_hour,73.0,40,AV LIBERTADOR,R03,IMPAGA
2110,WE FLYN,invalid_date,09:27,116.0,60,Av. Libertador,R01,IMPAGA
2111,AWS 167,2021/12/23,10:27 AM,,40,AV LIBERTADOR,R03,APELADA
2112,HK 06 YMX,invalid_date,10:27 AM,148.0,80,Av Siempre Viva,R03,APELADA
2113,BP717,invalid_date,09:27,92.0,40,ruta 9,,ERROR
2114,CBM UK,08/06/2021,10:27 AM,111.0,80,av libertador,,PAGADA
2115,GLEN1E,invalid_date,invalid_hour,89.0,60,AV LIBERTADOR,R02,ERROR
2116,8B90638,2020/05/26,invalid_hour,,80,av libertador,R01,IMPAGA
2117,DI2 LOT,12/09/2023,10:28 AM,,40,Av Siempre Viva,,IMPAGA
2118,FD 1475,27/01/2022,invalid_hour,106.0,60,AV LIBERTADOR,R01,IMPAGA
2119,6NCE831,2020/11/09,10:28 AM,,40,Av Siempre Viva,,APELADA
2120,29 999 61,2022-08-03,09:27,139.0,60,Ruta 9,R02,APELADA
2121,DI2 LOT,2023-01-23,10:28 AM,,80,AV LIBERTADOR,,APELADA
2122,HAMSTUR,2021-03-19,09:27,,60,av libertador,R01,APELADA
2123,J1S1,06/04/2021,19:30,44.0,40,Av. Siempre Viva,R01,IMPAGA
2124,PIW 4215,invalid_date,10:28 AM,,60,av libertador,R02,APELADA
2125,0695 DVH,2020-09-20,19:31,,40,ruta 9,R01,ERROR
2126,0695 DVH,23/09/2022,10:28 AM,,80,Ruta 9,,ERROR
2127,VTII AHV,invalid_date,15:17,55.0,60,av libertador,R01,ERROR
2128,6NCE831,28/12/2021,09:27,141.0,80,Av Siempre Viva,R02,IMPAGA
2129,BHRP 770,invalid_date,10:29 AM,,40,AV LIBERTADOR,R02,PAGADA
2130,831 MDB,20/09/2021,invalid_hour,90.0,60,Ruta 9,R01,ERROR
2131,409,02/10/2021,19:31,,40,ruta 9,R02,APELADA
2132,W326 AVE,2023-12-17,invalid_hour,,80,Av. Siempre Viva,R02,PAGADA
2133,,05/01/2024,09:28,,60,Av. Siempre Viva,,PAGADA
2134,PIW 4215,25/06/2020,invalid_hour,,80,Av Siempre Viva,R03,IMPAGA
2135,409,2021-12-15,invalid_hour,45.0,40,ruta 9,R02,APELADA
2136,GE 1466,2024-01-18,invalid_hour,,60,av libertador,,APELADA
2137,DI2 LOT,invalid_date,invalid_hour,,40,Av Siempre Viva,R02,ERROR
2138,M VU 4688,2021/12/04,invalid_hour,,40,Av. Siempre Viva,,PAGADA
2139,41 RS TZ,2020-07-18,15:17,53.0,60,ruta 9,R02,PAGADA
2140,UM 96 201,2021-09-21,invalid_hour,75.0,80,Ruta 9,R02,PAGADA
2141,HK 06 YMX,2022-03-15,10:29 AM,149.0,80,AV LIBERTADOR,R01,IMPAGA
2142,589222,2021-02-02,10:29 AM,,80,Av. Libertador,R03,APELADA
2143,81-ZF-JD,invalid_date,invalid_hour,,60,Av. Siempre Viva,,APELADA
2144,N HZ 1002,invalid_date,invalid_hour,,80,Av Siempre Viva,R02,PAGADA
2145,GOOGLE,2023/11/22,09:28,,60,AV LIBERTADOR,R03,IMPAGA
2146,YLO8 WUE,25/12/2023,invalid_hour,113.0,40,AV LIBERTADOR,R03,IMPAGA
2147,66 111 72,20/01/2021,invalid_hour,93.0,40,Av. Libertador,R02,ERROR
2148,AI7 OVF,2022/07/22,10:29 AM,,80,av libertador,R02,IMPAGA
2149,INTIGR8,invalid_date,19:31,72.0,60,Av. Siempre Viva,R01,PAGADA
2150,WU08 YWC,invalid_date,10:29 AM,31.0,40,Ruta 9,R01,PAGADA
2151,HAMSTUR,invalid_date,10:30 AM,134.0,80,ruta 9,R02,APELADA
2152,GN64 OTP,invalid_date,invalid_hour,56.0,40,Av Siempre Viva,R01,ERROR
2153,RFH 373,invalid_date,10:30 AM,,60,Av Siempre Viva,R03,IMPAGA
2154,FD 1475,2020/04/21,10:30 AM,82.0,60,Ruta 9,R02,PAGADA
2155,CT5 B876,invalid_date,09:28,,60,Av Siempre Viva,R02,PAGADA
2156,AI7 OVF,invalid_date,09:28,113.0,80,av libertador,R02,ERROR
2157,RFH 373,2020-11-24,19:31,115.0,80,Av. Siempre Viva,R03,ERROR
2158,409,invalid_date,19:31,,60,ruta 9,R03,ERROR
2159,AWS 167,03/03/2020,09:28,,80,Ruta 9,,APELADA
2160,PIW 4215,2021/01/17,invalid_hour,136.0,60,Av. Libertador,R02,APELADA
2161,VY 90 540,15/05/2021,10:30 AM,95.0,40,av libertador,R01,ERROR
2162,VY 90 540,02/07/2021,09:29,,80,ruta 9,R03,IMPAGA
2163,X IIUME,invalid_date,invalid_hour,,60,Av. Libertador,,PAGADA
2164,YLO8 WUE,invalid_date,09:29,,60,av libertador,R02,ERROR
2165,810 TCH,2021/02/13,09:29,,40,Av. Siempre Viva,,APELADA
2166,990 XYK,invalid_date,invalid_hour,39.0,40,Av. Libertador,R01,APELADA
2167,WU 341 A,2020-12-12,19:32,103.0,40,av libertador,R02,ERROR
2168,6NCE831,invalid_date,19:32,,80,Av. Libertador,R02,IMPAGA
2169,PIW 4215,2022-09-10,09:29,84.0,80,Av Siempre Viva,,ERROR
2170,BB 8986,07/05/2023,09:29,97.0,80,av libertador,R02,APELADA
2171,BP717,2022-08-20,19:32,,60,ruta 9,R02,ERROR
2172,PIW 4215,2021-03-22,19:32,,80,Ruta 9,R01,PAGADA
2173,99 998 68,invalid_date,15:17,,60,Av Siempre Viva,,ERROR
2174,INTIGR8,12/07/2022,09:30,104.0,40,Ruta 9,R03,ERROR
2175,8B90638,16/10/2020,19:32,114.0,40,av libertador,R03,IMPAGA
2176,TL03 GOG,2021/10/22,invalid_hour,,80,AV LIBERTADOR,,ERROR
2177,VNK296 GP,invalid_date,10:30 AM,,80,Av. Siempre Viva,R02,PAGADA
2178,99 998 68,24/02/2023,15:17,,80,Ruta 9,R01,APELADA
2179,AI7 OVF,invalid_date,19:33,82.0,80,av libertador,R02,PAGADA
2180,BHRP 770,2022/09/04,09:30,79.0,40,Av. Libertador,R03,ERROR
2181,UM 96 201,2021-06-07,19:33,116.0,40,Av Siempre Viva,R01,ERROR
2182,990 XYK,2021/04/17,19:33,123.0,80,Ruta 9,R01,IMPAGA
2183,BM -351,05/11/2022,19:33,,60,Av. Libertador,R03,APELADA
2184,,28/08/2022,invalid_hour,,60,ruta 9,,IMPAGA
2185,GOOGLE,2022/05/18,10:31 AM,144.0,80,AV LIBERTADOR,,ERROR
2186,M43 1ZW,28/05/2022,15:17,115.0,40,av libertador,,ERROR
2187,990 XYK,2021-07-24,19:33,,80,Av. Libertador,R01,IMPAGA
2188,X IIUME,23/01/2022,15:18,129.0,80,av libertador,R02,IMPAGA
2189,X IIUME,2020-03-08,10:31 AM,,80,Av. Libertador,R03,PAGADA
2190,RFH 373,invalid_date,09:30,,40,Av. Siempre Viva,R03,PAGADA
2191,UM 96 201,2022-08-26,19:34,,40,Ruta 9,,IMPAGA
2192,589222,2024/01/11,10:31 AM,89.0,60,Av. Siempre Viva,R02,PAGADA
2193,FVIO UHP,2023-01-27,19:34,74.0,80,Av. Libertador,R01,IMPAGA
2194,GOOGLE,2020-11-27,invalid_hour,,80,ruta 9,R01,IMPAGA
2195,409,invalid_date,19:34,99.0,80,ruta 9,R01,PAGADA
2196,6NCE831,2021-03-10,invalid_hour,88.0,40,Av. Siempre Viva,R03,ERROR
2197,VTII AHV,18/07/2021,10:31 AM,116.0,40,Ruta 9,R01,APELADA
2198,81-ZF-JD,2021-12-17,09:30,143.0,80,Av. Libertador,R02,ERROR
2199,3646 HBH,26/03/2020,10:31 AM,145.0,80,AV LIBERTADOR,,PAGADA
2200,FD 1475,invalid_date,15:18,,80,Av. Libertador,R03,ERROR
2201,0695 DVH,2021/05/11,10:32 AM,112.0,80,av libertador,R02,IMPAGA
2202,MX60 NZA,2021-12-18,09:30,96.0,40,ruta 9,R02,IMPAGA
2203,M20 CPR,invalid_date,15:18,133.0,80,ruta 9,,APELADA
